OBJECTID_1,OBJECTID,Id,GridID,Total,Shape__Area,Shape__Length
59,2800,0,2800,4,6969600.70422363,10560.0005334914
60,1546,0,1546,5,6969601.57043457,10560.0011896491
61,1880,0,1880,2,6969599.8380127,10559.9998773336
62,3673,0,3673,2,6969599.8380127,10559.9998773336
63,2504,0,2504,5,6969599.83813477,10559.9998773336
64,1253,0,1253,3,6969599.8380127,10559.9998773336
65,660,0,660,2,6969599.8380127,10559.9998773336
66,3161,0,3161,3,6969599.8380127,10559.9998773336
67,2072,0,2072,4,6969599.83813477,10559.9998773336
68,2167,0,2167,1,6969600.70422363,10560.0005335212
69,939,0,939,2,6969600.70422363,10560.0005334914
70,2053,0,2053,3,6969599.83813477,10559.9998773336
71,908,0,908,2,6969600.70422363,10560.0005334914
72,729,0,729,4,6969599.8380127,10559.9998773336
73,2449,0,2449,4,6969599.83813477,10559.9998773336
74,3030,0,3030,3,6969599.83825684,10559.9998773336
75,738,0,738,3,6969599.83813477,10559.9998773336
76,1557,0,1557,4,6969601.5703125,10560.0011896491
77,1828,0,1828,5,6969599.8380127,10559.9998773336
78,1197,0,1197,2,6969599.8380127,10559.9998773336
79,3973,0,3973,4,6969599.8380127,10559.9998773336
80,3319,0,3319,0,6969599.8380127,10559.9998773336
81,1696,0,1696,1,6969599.83813477,10559.9998773336
82,1578,0,1578,0,6969599.8380127,10559.9998773336
83,3220,0,3220,4,6969599.8380127,10559.9998773336
84,2413,0,2413,2,6969599.83813477,10559.9998773336
85,1819,0,1819,2,6969599.83813477,10559.9998773336
86,1815,0,1815,2,6969600.70410156,10560.0005334914
87,1758,0,1758,1,6969599.8380127,10559.9998773336
88,875,0,875,4,6969599.8380127,10559.9998773336
89,1531,0,1531,3,6969600.70422363,10560.0005334914
90,1834,0,1834,3,6969599.83813477,10559.9998773336
91,554,0,554,4,6969599.83813477,10559.9998773336
92,965,0,965,4,6969600.70422363,10560.0005334914
93,3052,0,3052,4,6969599.83813477,10559.9998773336
94,1764,0,1764,1,6969599.83825684,10559.9998773336
95,736,0,736,3,6969599.83813477,10559.9998773336
96,1242,0,1242,4,6969599.83813477,10559.9998773336
97,2703,0,2703,3,6969599.83813477,10559.9998773336
98,1387,0,1387,4,6969599.83813477,10559.9998773336
99,2453,0,2453,4,6969600.70410156,10560.0005334914
100,1425,0,1425,4,6969599.83813477,10559.9998773336
101,2691,0,2691,3,6969599.83813477,10559.9998773336
102,2349,0,2349,3,6969599.83813477,10559.9998773336
103,1525,0,1525,0,6969601.57043457,10560.0011896491
104,1119,0,1119,4,6969600.70422363,10560.0005334914
105,550,0,550,3,6969599.83813477,10559.9998773336
106,1228,0,1228,3,6969599.8380127,10559.9998773336
107,892,0,892,3,6969599.83813477,10559.9998773336
108,1239,0,1239,1,6969599.83813477,10559.9998773336
109,2524,0,2524,5,6969599.8380127,10559.9998773336
110,2932,0,2932,2,6969599.8380127,10559.9998773336
111,2509,0,2509,4,6969599.83813477,10559.9998773336
112,3219,0,3219,4,6969599.83813477,10559.9998773336
113,1079,0,1079,5,6969599.83813477,10559.9998773336
114,3336,0,3336,4,6969599.83813477,10559.9998773336
115,1767,0,1767,1,6969600.70410156,10560.0005335212
116,1717,0,1717,4,6969599.8380127,10559.9998773336
117,1417,0,1417,4,6969599.8380127,10559.9998773336
118,1299,0,1299,4,6969599.83813477,10559.9998773336
119,673,0,673,4,6969599.83813477,10559.9998773336
120,2356,0,2356,1,6969599.8380127,10559.9998773336
121,1694,0,1694,1,6969599.83813477,10559.9998773336
122,1296,0,1296,1,6969599.8380127,10559.9998773336
123,1954,0,1954,4,6969599.83813477,10559.9998773336
124,2687,0,2687,3,6969599.83813477,10559.9998773336
125,2162,0,2162,1,6969600.70422363,10560.0005335212
126,1705,0,1705,1,6969599.83813477,10559.9998773336
127,786,0,786,3,6969599.8380127,10559.9998773336
128,1698,0,1698,2,6969599.83813477,10559.9998773336
129,2179,0,2179,2,6969600.7043457,10560.0005335212
130,265,0,265,4,6969599.83813477,10559.9998773336
131,1864,0,1864,2,6969599.83825684,10559.9998773336
132,2648,0,2648,3,6969600.70422363,10560.0005334914
133,203,0,203,3,6969599.8380127,10559.9998773336
134,787,0,787,4,6969599.83813477,10559.9998773336
135,3268,0,3268,3,6969599.83813477,10559.9998773336
136,764,0,764,4,6969599.8380127,10559.9998773336
137,2922,0,2922,5,6969599.8380127,10559.9998773336
138,785,0,785,4,6969599.83813477,10559.9998773336
139,3160,0,3160,4,6969599.83813477,10559.9998773336
140,1369,0,1369,4,6969599.8380127,10559.9998773336
141,1810,0,1810,0,6969599.8380127,10559.9998773336
142,3039,0,3039,4,6969599.83813477,10559.9998773336
143,1869,0,1869,0,6969599.83813477,10559.9998773336
144,2937,0,2937,4,6969599.8380127,10559.9998773336
145,2682,0,2682,4,6969599.83813477,10559.9998773336
146,2417,0,2417,2,6969599.8380127,10559.9998773336
147,956,0,956,5,6969600.70422363,10560.0005334914
148,663,0,663,2,6969599.8380127,10559.9998773336
149,2184,0,2184,1,6969601.5703125,10560.0011896789
150,2067,0,2067,2,6969599.83813477,10559.9998773336
151,2710,0,2710,4,6969599.83813477,10559.9998773336
152,940,0,940,1,6969600.70410156,10560.0005334914
153,1046,0,1046,3,6969599.83813477,10559.9998773336
154,2816,0,2816,5,6969600.70422363,10560.0005334914
155,2404,0,2404,3,6969599.83813477,10559.9998773336
156,3856,0,3856,5,6969599.83825684,10559.9998773336
157,3618,0,3618,3,6969599.8380127,10559.9998773336
158,1924,0,1924,2,6969599.83813477,10559.9998773336
159,2910,0,2910,2,6969599.8380127,10559.9998773336
160,3165,0,3165,4,6969599.83813477,10559.9998773336
161,1187,0,1187,3,6969600.7043457,10560.0005335212
162,2867,0,2867,3,6969599.83813477,10559.9998773336
163,1715,0,1715,4,6969599.83813477,10559.9998773336
164,963,0,963,4,6969600.70422363,10560.0005334914
165,611,0,611,4,6969599.83813477,10559.9998773336
166,3435,0,3435,0,6969599.83813477,10559.9998773336
167,3679,0,3679,2,6969599.83789063,10559.9998773336
168,643,0,643,4,6969599.8380127,10559.9998773336
169,1235,0,1235,3,6969600.70422363,10560.0005334914
170,820,0,820,3,6969599.83813477,10559.9998773336
171,494,0,494,3,6969599.83825684,10559.9998773336
172,3203,0,3203,3,6969599.83813477,10559.9998773336
173,324,0,324,4,6969600.70410156,10560.0005334914
174,3206,0,3206,3,6969599.83813477,10559.9998773336
175,1478,0,1478,3,6969599.83813477,10559.9998773336
176,3848,0,3848,3,6969599.8380127,10559.9998773336
177,2566,0,2566,3,6969599.83813477,10559.9998773336
178,1757,0,1757,1,6969600.7043457,10560.0005334914
179,556,0,556,4,6969599.83813477,10559.9998773336
180,1112,0,1112,2,6969599.8380127,10559.9998773336
181,1435,0,1435,4,6969599.83813477,10559.9998773336
182,491,0,491,3,6969600.7043457,10560.0005335212
183,1660,0,1660,4,6969599.8380127,10559.9998773336
184,3154,0,3154,4,6969599.83825684,10559.9998773336
185,2328,0,2328,1,6969599.83813477,10559.9998773336
186,2289,0,2289,3,6969600.7043457,10560.0005335212
187,1289,0,1289,2,6969599.8380127,10559.9998773336
188,2525,0,2525,4,6969599.83813477,10559.9998773336
189,1146,0,1146,4,6969599.8380127,10559.9998773336
190,3214,0,3214,1,6969599.83813477,10559.9998773336
191,3614,0,3614,0,6969599.83813477,10559.9998773336
192,1631,0,1631,2,6969599.8380127,10559.9998773336
193,832,0,832,2,6969599.83813477,10559.9998773336
194,3262,0,3262,4,6969599.8380127,10559.9998773336
195,816,0,816,3,6969599.8380127,10559.9998773336
196,2277,0,2277,2,6969599.83813477,10559.9998773336
197,1581,0,1581,0,6969599.8380127,10559.9998773336
198,600,0,600,2,6969599.83813477,10559.9998773336
199,894,0,894,4,6969599.83813477,10559.9998773336
200,4025,0,4025,1,6969600.7043457,10560.0005334914
201,1762,0,1762,3,6969599.83813477,10559.9998773336
202,1130,0,1130,4,6969599.8380127,10559.9998773336
203,2881,0,2881,4,6969599.8380127,10559.9998773336
204,3914,0,3914,4,6969599.8380127,10559.9998773336
205,1588,0,1588,2,6969599.83813477,10559.9998773336
206,1548,0,1548,5,6969600.70422363,10560.0005334914
207,3789,0,3789,2,6969599.8380127,10559.9998773336
208,1085,0,1085,5,6969599.8380127,10559.9998773336
209,3328,0,3328,4,6969599.8380127,10559.9998773336
210,973,0,973,4,6969600.70422363,10560.0005334914
211,2750,0,2750,1,6969599.83825684,10559.9998773336
212,1930,0,1930,3,6969599.83813477,10559.9998773336
213,1538,0,1538,2,6969600.70422363,10560.0005334914
214,1168,0,1168,1,6969599.8380127,10559.9998773336
215,2984,0,2984,3,6969599.83813477,10559.9998773336
216,2401,0,2401,3,6969599.83813477,10559.9998773336
217,1248,0,1248,3,6969599.83813477,10559.9998773336
218,1436,0,1436,4,6969599.8380127,10559.9998773336
219,1307,0,1307,5,6969599.83813477,10559.9998773336
220,3209,0,3209,4,6969599.83813477,10559.9998773336
221,586,0,586,4,6969600.70422363,10560.0005334914
222,1518,0,1518,3,6969600.70422363,10560.0005334914
223,3802,0,3802,4,6969599.83813477,10559.9998773336
224,1679,0,1679,4,6969599.8380127,10559.9998773336
225,1668,0,1668,2,6969599.83813477,10559.9998773336
226,1420,0,1420,5,6969599.8380127,10559.9998773336
227,3223,0,3223,4,6969599.8380127,10559.9998773336
228,1465,0,1465,4,6969599.83813477,10559.9998773336
229,1785,0,1785,5,6969599.83813477,10559.9998773336
230,1675,0,1675,4,6969599.8380127,10559.9998773336
231,3974,0,3974,3,6969599.83813477,10559.9998773336
232,1888,0,1888,4,6969599.83813477,10559.9998773336
233,1867,0,1867,2,6969599.8380127,10559.9998773336
234,2363,0,2363,3,6969599.8380127,10559.9998773336
235,373,0,373,3,6969599.83813477,10559.9998773336
236,1636,0,1636,0,6969599.83813477,10559.9998773336
237,1226,0,1226,1,6969599.83813477,10559.9998773336
238,1022,0,1022,4,6969599.8380127,10559.9998773336
239,1736,0,1736,4,6969599.83813477,10559.9998773336
240,1326,0,1326,4,6969599.8380127,10559.9998773336
241,3207,0,3207,4,6969600.70410156,10560.0005334914
242,493,0,493,3,6969599.8380127,10559.9998773336
243,2066,0,2066,2,6969599.8380127,10559.9998773336
244,2871,0,2871,4,6969599.83813477,10559.9998773336
245,1311,0,1311,4,6969599.83813477,10559.9998773336
246,1953,0,1953,5,6969599.8380127,10559.9998773336
247,3627,0,3627,4,6969599.83813477,10559.9998773336
248,990,0,990,4,6969599.83813477,10559.9998773336
249,1596,0,1596,1,6969599.83813477,10559.9998773336
250,2874,0,2874,3,6969599.83813477,10559.9998773336
251,2651,0,2651,4,6969599.83813477,10559.9998773336
252,82,0,82,0,6969599.8380127,10559.9998773336
253,603,0,603,3,6969599.8380127,10559.9998773336
254,1545,0,1545,5,6969600.70422363,10560.0005334914
255,1461,0,1461,3,6969599.8380127,10559.9998773336
256,1750,0,1750,3,6969599.8380127,10559.9998773336
257,497,0,497,3,6969599.83813477,10559.9998773336
258,2702,0,2702,3,6969599.8380127,10559.9998773336
259,3447,0,3447,5,6969599.8380127,10559.9998773336
260,316,0,316,5,6969600.70422363,10560.0005334914
261,1602,0,1602,4,6969599.83813477,10559.9998773336
262,1617,0,1617,4,6969599.83813477,10559.9998773336
263,2513,0,2513,4,6969599.83813477,10559.9998773336
264,1463,0,1463,4,6969599.8380127,10559.9998773336
265,732,0,732,4,6969599.83813477,10559.9998773336
266,1050,0,1050,4,6969600.70422363,10560.0005334914
267,2303,0,2303,4,6969599.83813477,10559.9998773336
268,2455,0,2455,5,6969599.8380127,10559.9998773336
269,3280,0,3280,3,6969599.8380127,10559.9998773336
270,1805,0,1805,3,6969599.83813477,10559.9998773336
271,1836,0,1836,3,6969600.70410156,10560.0005334914
272,903,0,903,5,6969599.8380127,10559.9998773336
273,3211,0,3211,5,6969599.83813477,10559.9998773336
274,3037,0,3037,4,6969599.83813477,10559.9998773336
275,3795,0,3795,3,6969599.83813477,10559.9998773336
276,840,0,840,5,6969599.83813477,10559.9998773336
277,1063,0,1063,2,6969599.83813477,10559.9998773336
278,2125,0,2125,2,6969599.8380127,10559.9998773336
279,2588,0,2588,4,6969599.83813477,10559.9998773336
280,2236,0,2236,2,6969599.8380127,10559.9998773336
281,2570,0,2570,4,6969599.83813477,10559.9998773336
282,2189,0,2189,4,6969600.70422363,10560.0005335212
283,4019,0,4019,0,6969601.5703125,10560.0011896491
284,1322,0,1322,4,6969599.8380127,10559.9998773336
285,3147,0,3147,4,6969599.8380127,10559.9998773336
286,1831,0,1831,4,6969599.83813477,10559.9998773336
287,3741,0,3741,4,6969599.83813477,10559.9998773336
288,3843,0,3843,1,6969599.83813477,10559.9998773336
289,3858,0,3858,5,6969599.8380127,10559.9998773336
290,3734,0,3734,3,6969599.83813477,10559.9998773336
291,2006,0,2006,3,6969599.83813477,10559.9998773336
292,829,0,829,1,6969600.70410156,10560.0005334914
293,1890,0,1890,3,6969599.8380127,10559.9998773336
294,3615,0,3615,2,6969599.83813477,10559.9998773336
295,2924,0,2924,4,6969599.8380127,10559.9998773336
296,1647,0,1647,3,6969599.83813477,10559.9998773336
297,3278,0,3278,4,6969599.8380127,10559.9998773336
298,1936,0,1936,3,6969599.8380127,10559.9998773336
299,4032,0,4032,4,6969600.70410156,10560.0005334914
300,2929,0,2929,3,6969599.8380127,10559.9998773336
301,1347,0,1347,3,6969599.83813477,10559.9998773336
302,2646,0,2646,3,6969599.8380127,10559.9998773336
303,2057,0,2057,1,6969600.70422363,10560.0005335212
304,2762,0,2762,4,6969599.8380127,10559.9998773336
305,465,0,465,3,6969599.83813477,10559.9998773336
306,677,0,677,2,6969599.83813477,10559.9998773336
307,1116,0,1116,1,6969599.83813477,10559.9998773336
308,3027,0,3027,1,6969599.8380127,10559.9998773336
309,1365,0,1365,5,6969599.83813477,10559.9998773336
310,3684,0,3684,4,6969599.83813477,10559.9998773336
311,2270,0,2270,1,6969599.8380127,10559.9998773336
312,2346,0,2346,5,6969599.8380127,10559.9998773336
313,1995,0,1995,0,6969599.83813477,10559.9998773336
314,3560,0,3560,3,6969599.83813477,10559.9998773336
315,2393,0,2393,5,6969599.8380127,10559.9998773336
316,1550,0,1550,5,6969600.70422363,10560.0005334914
317,1766,0,1766,1,6969599.83813477,10559.9998773336
318,1198,0,1198,0,6969600.70422363,10560.0005334914
319,3031,0,3031,3,6969599.8380127,10559.9998773336
320,442,0,442,5,6969599.83813477,10559.9998773336
321,500,0,500,4,6969599.8380127,10559.9998773336
322,2304,0,2304,5,6969599.8380127,10559.9998773336
323,2186,0,2186,2,6969600.70422363,10560.0005335212
324,2527,0,2527,1,6969599.83813477,10559.9998773336
325,559,0,559,4,6969599.8380127,10559.9998773336
326,1665,0,1665,3,6969599.83813477,10559.9998773336
327,3907,0,3907,2,6969599.83813477,10559.9998773336
328,2523,0,2523,4,6969599.83813477,10559.9998773336
329,1169,0,1169,1,6969599.8380127,10559.9998773336
330,3327,0,3327,5,6969599.83813477,10559.9998773336
331,727,0,727,3,6969599.8380127,10559.9998773336
332,1295,0,1295,2,6969599.83813477,10559.9998773336
333,1092,0,1092,4,6969599.83813477,10559.9998773336
334,772,0,772,3,6969599.8380127,10559.9998773336
335,200,0,200,4,6969599.8380127,10559.9998773336
336,1620,0,1620,4,6969599.8380127,10559.9998773336
337,2300,0,2300,2,6969600.70410156,10560.0005334914
338,821,0,821,2,6969599.8380127,10559.9998773336
339,3109,0,3109,4,6969599.8380127,10559.9998773336
340,3026,0,3026,1,6969599.83825684,10559.9998773336
341,3051,0,3051,3,6969599.83813477,10559.9998773336
342,2577,0,2577,1,6969599.8380127,10559.9998773336
343,1960,0,1960,4,6969599.8380127,10559.9998773336
344,2476,0,2476,2,6969599.8380127,10559.9998773336
345,2698,0,2698,2,6969599.83813477,10559.9998773336
346,833,0,833,1,6969599.83813477,10559.9998773336
347,662,0,662,3,6969599.83813477,10559.9998773336
348,1341,0,1341,3,6969599.8380127,10559.9998773336
349,713,0,713,2,6969600.70410156,10560.0005334914
350,3918,0,3918,4,6969599.83813477,10559.9998773336
351,264,0,264,4,6969599.8380127,10559.9998773336
352,1140,0,1140,0,6969600.70422363,10560.0005334914
353,3281,0,3281,3,6969599.83813477,10559.9998773336
354,541,0,541,4,6969599.83813477,10559.9998773336
355,1813,0,1813,1,6969599.8380127,10559.9998773336
356,1003,0,1003,1,6969600.70410156,10560.0005334914
357,1028,0,1028,5,6969599.83813477,10559.9998773336
358,3552,0,3552,0,6969599.83813477,10559.9998773336
359,2185,0,2185,2,6969600.7043457,10560.0005335212
360,3382,0,3382,3,6969600.70422363,10560.0005334914
361,486,0,486,2,6969599.8380127,10559.9998773336
362,1129,0,1129,5,6969600.7043457,10560.0005335212
363,664,0,664,3,6969599.83813477,10559.9998773336
364,1708,0,1708,2,6969599.8380127,10559.9998773336
365,706,0,706,3,6969599.83813477,10559.9998773336
366,3263,0,3263,4,6969599.83813477,10559.9998773336
367,795,0,795,1,6969599.83813477,10559.9998773336
368,2464,0,2464,3,6969599.8380127,10559.9998773336
369,1648,0,1648,3,6969599.8380127,10559.9998773336
370,1612,0,1612,5,6969599.8380127,10559.9998773336
371,3788,0,3788,2,6969599.83813477,10559.9998773336
372,2474,0,2474,3,6969600.70422363,10560.0005334914
373,838,0,838,5,6969599.83813477,10559.9998773336
374,2875,0,2875,5,6969599.8380127,10559.9998773336
375,1727,0,1727,4,6969599.83813477,10559.9998773336
376,906,0,906,4,6969599.8380127,10559.9998773336
377,2822,0,2822,4,6969601.5703125,10560.0011896491
378,3212,0,3212,5,6969599.8380127,10559.9998773336
379,2535,0,2535,4,6969599.8380127,10559.9998773336
380,144,0,144,4,6969599.8380127,10559.9998773336
381,2037,0,2037,2,6969599.83813477,10559.9998773336
382,2475,0,2475,2,6969599.83813477,10559.9998773336
383,714,0,714,4,6969599.83813477,10559.9998773336
384,715,0,715,3,6969599.8380127,10559.9998773336
385,426,0,426,3,6969599.83813477,10559.9998773336
386,3162,0,3162,4,6969599.83825684,10559.9998773336
387,4081,0,4081,1,6969599.83813477,10559.9998773336
388,2070,0,2070,1,6969599.8380127,10559.9998773336
389,2473,0,2473,0,6969599.83813477,10559.9998773336
390,3451,0,3451,5,6969599.83813477,10559.9998773336
391,1826,0,1826,3,6969599.8380127,10559.9998773336
392,1702,0,1702,2,6969599.83813477,10559.9998773336
393,874,0,874,3,6969599.83813477,10559.9998773336
394,319,0,319,4,6969600.70410156,10560.0005334914
395,2225,0,2225,0,6969599.83813477,10559.9998773336
396,3738,0,3738,3,6969599.8380127,10559.9998773336
397,2755,0,2755,2,6969599.83813477,10559.9998773336
398,1370,0,1370,3,6969599.83813477,10559.9998773336
399,2248,0,2248,3,6969599.83825684,10559.9998773336
400,669,0,669,4,6969599.8380127,10559.9998773336
401,2299,0,2299,2,6969599.83813477,10559.9998773336
402,2744,0,2744,3,6969599.83813477,10559.9998773336
403,2974,0,2974,5,6969599.83813477,10559.9998773336
404,1941,0,1941,1,6969600.70422363,10560.0005335212
405,1048,0,1048,5,6969599.8380127,10559.9998773336
406,2630,0,2630,4,6969599.8380127,10559.9998773336
407,1559,0,1559,4,6969600.70422363,10560.0005334914
408,2683,0,2683,4,6969599.8380127,10559.9998773336
409,2336,0,2336,3,6969599.83813477,10559.9998773336
410,2571,0,2571,4,6969599.8380127,10559.9998773336
411,1907,0,1907,1,6969599.8380127,10559.9998773336
412,1268,0,1268,3,6969599.83813477,10559.9998773336
413,3380,0,3380,4,6969600.70422363,10560.0005334914
414,1533,0,1533,4,6969600.70422363,10560.0005334914
415,3857,0,3857,5,6969599.8380127,10559.9998773336
416,1500,0,1500,4,6969599.83813477,10559.9998773336
417,2478,0,2478,2,6969599.8380127,10559.9998773336
418,1256,0,1256,2,6969600.70422363,10560.0005334914
419,1583,0,1583,2,6969600.70422363,10560.0005334914
420,877,0,877,4,6969599.83813477,10559.9998773336
421,2094,0,2094,0,6969600.70422363,10560.0005334914
422,2296,0,2296,0,6969599.83813477,10559.9998773336
423,773,0,773,2,6969599.83813477,10559.9998773336
424,1149,0,1149,4,6969599.8380127,10559.9998773336
425,3332,0,3332,4,6969599.8380127,10559.9998773336
426,2275,0,2275,2,6969599.83813477,10559.9998773336
427,262,0,262,4,6969599.8380127,10559.9998773336
428,3164,0,3164,4,6969599.8380127,10559.9998773336
429,1516,0,1516,4,6969600.70422363,10560.0005334914
430,763,0,763,4,6969599.83813477,10559.9998773336
431,1979,0,1979,1,6969599.8380127,10559.9998773336
432,1543,0,1543,4,6969600.70422363,10560.0005334914
433,439,0,439,4,6969599.83813477,10559.9998773336
434,1787,0,1787,3,6969599.8380127,10559.9998773336
435,2747,0,2747,3,6969599.83813477,10559.9998773336
436,1171,0,1171,2,6969599.8380127,10559.9998773336
437,1990,0,1990,3,6969599.8380127,10559.9998773336
438,1007,0,1007,1,6969599.8380127,10559.9998773336
439,1244,0,1244,4,6969599.83813477,10559.9998773336
440,968,0,968,2,6969600.70422363,10560.0005334914
441,2288,0,2288,4,6969599.8380127,10559.9998773336
442,2107,0,2107,1,6969599.83813477,10559.9998773336
443,1737,0,1737,4,6969599.8380127,10559.9998773336
444,3388,0,3388,3,6969600.70422363,10560.0005334914
445,2129,0,2129,5,6969599.8380127,10559.9998773336
446,2069,0,2069,1,6969599.83813477,10559.9998773336
447,312,0,312,4,6969600.7043457,10560.0005334914
448,3043,0,3043,2,6969600.70422363,10560.0005335212
449,2917,0,2917,2,6969600.70422363,10560.0005334914
450,320,0,320,4,6969600.70422363,10560.0005334914
451,1499,0,1499,4,6969600.70410156,10560.0005334914
452,2456,0,2456,5,6969599.83813477,10559.9998773336
453,1879,0,1879,3,6969599.8380127,10559.9998773336
454,2869,0,2869,1,6969600.7043457,10560.0005335212
455,761,0,761,3,6969599.83813477,10559.9998773336
456,1087,0,1087,5,6969599.83813477,10559.9998773336
457,1325,0,1325,4,6969600.70422363,10560.0005334914
458,937,0,937,2,6969600.70422363,10560.0005334914
459,378,0,378,4,6969599.8380127,10559.9998773336
460,1822,0,1822,1,6969599.8380127,10559.9998773336
461,1769,0,1769,2,6969599.8380127,10559.9998773336
462,2389,0,2389,4,6969599.83813477,10559.9998773336
463,784,0,784,4,6969599.8380127,10559.9998773336
464,1929,0,1929,2,6969599.83813477,10559.9998773336
465,1267,0,1267,1,6969600.70422363,10560.0005334914
466,2183,0,2183,2,6969600.70422363,10560.0005335212
467,2108,0,2108,2,6969599.8380127,10559.9998773336
468,1634,0,1634,3,6969599.83813477,10559.9998773336
469,1316,0,1316,5,6969599.8380127,10559.9998773336
470,2805,0,2805,5,6969600.70422363,10560.0005334914
471,3399,0,3399,3,6969600.70422363,10560.0005334914
472,2406,0,2406,4,6969599.83813477,10559.9998773336
473,3045,0,3045,4,6969599.8380127,10559.9998773336
474,1549,0,1549,5,6969600.70410156,10560.0005334914
475,1200,0,1200,4,6969599.8380127,10559.9998773336
476,2269,0,2269,0,6969599.83813477,10559.9998773336
477,3731,0,3731,2,6969599.83813477,10559.9998773336
478,3670,0,3670,2,6969599.83813477,10559.9998773336
479,2709,0,2709,3,6969599.83789063,10559.9998773336
480,3101,0,3101,2,6969600.70422363,10560.0005335212
481,1111,0,1111,2,6969599.83813477,10559.9998773336
482,2110,0,2110,1,6969599.8380127,10559.9998773336
483,1091,0,1091,3,6969599.83813477,10559.9998773336
484,1922,0,1922,2,6969599.8380127,10559.9998773336
485,601,0,601,0,6969599.8380127,10559.9998773336
486,896,0,896,5,6969599.8380127,10559.9998773336
487,796,0,796,4,6969599.8380127,10559.9998773336
488,1701,0,1701,3,6969599.8380127,10559.9998773336
489,2213,0,2213,1,6969599.8380127,10559.9998773336
490,1645,0,1645,3,6969599.83813477,10559.9998773336
491,897,0,897,4,6969600.7043457,10560.0005335212
492,1482,0,1482,2,6969599.83813477,10559.9998773336
493,1264,0,1264,4,6969599.83813477,10559.9998773336
494,1346,0,1346,2,6969599.8380127,10559.9998773336
495,2746,0,2746,4,6969599.8380127,10559.9998773336
496,3215,0,3215,3,6969599.8380127,10559.9998773336
497,1488,0,1488,4,6969600.70422363,10560.0005334914
498,369,0,369,5,6969599.83813477,10559.9998773336
499,2807,0,2807,4,6969600.70422363,10560.0005334914
500,1493,0,1493,4,6969599.8380127,10559.9998773336
501,3033,0,3033,3,6969600.7043457,10560.0005334914
502,1344,0,1344,2,6969599.8380127,10559.9998773336
503,2272,0,2272,3,6969599.8380127,10559.9998773336
504,2052,0,2052,2,6969599.83813477,10559.9998773336
505,1723,0,1723,3,6969599.8380127,10559.9998773336
506,2809,0,2809,0,6969600.70422363,10560.0005334914
507,756,0,756,2,6969599.83813477,10559.9998773336
508,889,0,889,0,6969599.83813477,10559.9998773336
509,2386,0,2386,3,6969599.8380127,10559.9998773336
510,1587,0,1587,2,6969599.8380127,10559.9998773336
511,1409,0,1409,3,6969600.7043457,10560.0005334914
512,4023,0,4023,2,6969600.70422363,10560.0005334914
513,1779,0,1779,3,6969599.83813477,10559.9998773336
514,1328,0,1328,5,6969599.8380127,10559.9998773336
515,2983,0,2983,4,6969599.83789063,10559.9998773336
516,1189,0,1189,5,6969599.83813477,10559.9998773336
517,3333,0,3333,3,6969600.70422363,10560.0005335212
518,1233,0,1233,4,6969599.83813477,10559.9998773336
519,2756,0,2756,3,6969599.8380127,10559.9998773336
520,2977,0,2977,5,6969599.83813477,10559.9998773336
521,3960,0,3960,0,6969599.83813477,10559.9998773336
522,1424,0,1424,4,6969599.8380127,10559.9998773336
523,3329,0,3329,3,6969599.83813477,10559.9998773336
524,1505,0,1505,5,6969599.83813477,10559.9998773336
525,826,0,826,0,6969599.8380127,10559.9998773336
526,2508,0,2508,4,6969599.83813477,10559.9998773336
527,1773,0,1773,4,6969599.8380127,10559.9998773336
528,1240,0,1240,2,6969599.83813477,10559.9998773336
529,1823,0,1823,1,6969599.8380127,10559.9998773336
530,1692,0,1692,3,6969599.83813477,10559.9998773336
531,3216,0,3216,3,6969599.83813477,10559.9998773336
532,1053,0,1053,2,6969599.83813477,10559.9998773336
533,3677,0,3677,3,6969599.83813477,10559.9998773336
534,3497,0,3497,2,6969600.70422363,10560.0005334914
535,1132,0,1132,4,6969599.83813477,10559.9998773336
536,1310,0,1310,3,6969599.8380127,10559.9998773336
537,3685,0,3685,4,6969599.83789063,10559.9998773336
538,3901,0,3901,1,6969599.83813477,10559.9998773336
539,2575,0,2575,4,6969599.8380127,10559.9998773336
540,2016,0,2016,5,6969599.83825684,10559.9998773336
541,3672,0,3672,2,6969599.8380127,10559.9998773336
542,1062,0,1062,2,6969599.83813477,10559.9998773336
543,2115,0,2115,2,6969600.7043457,10560.0005335212
544,2010,0,2010,5,6969600.70422363,10560.0005334914
545,2071,0,2071,1,6969599.8380127,10559.9998773336
546,1292,0,1292,2,6969599.8380127,10559.9998773336
547,3846,0,3846,3,6969599.8380127,10559.9998773336
548,3850,0,3850,2,6969599.83813477,10559.9998773336
549,1078,0,1078,4,6969599.8380127,10559.9998773336
550,2477,0,2477,3,6969599.83813477,10559.9998773336
551,1429,0,1429,4,6969599.83825684,10559.9998773336
552,1830,0,1830,5,6969599.83813477,10559.9998773336
553,1113,0,1113,2,6969599.83813477,10559.9998773336
554,3387,0,3387,3,6969600.70422363,10560.0005334914
555,2128,0,2128,5,6969599.83825684,10559.9998773336
556,1725,0,1725,3,6969599.83813477,10559.9998773336
557,1426,0,1426,4,6969599.8380127,10559.9998773336
558,2218,0,2218,1,6969599.83813477,10559.9998773336
559,1669,0,1669,3,6969599.8380127,10559.9998773336
560,1026,0,1026,0,6969599.8380127,10559.9998773336
561,1674,0,1674,5,6969599.83813477,10559.9998773336
562,1729,0,1729,3,6969599.83813477,10559.9998773336
563,1125,0,1125,5,6969599.83813477,10559.9998773336
